,Vehicle_Title,Rating
4315,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,5
4316,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,3.625
4317,2000 Volkswagen Golf Hatchback GLS 1.8T Turbo 4dr Hatchback,2.75
4318,2000 Volkswagen Golf Hatchback GLS 1.8T Turbo 4dr Hatchback,4.875
4319,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,5
4320,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,4.5
4321,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,4.125
4322,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,5
4323,2000 Volkswagen Golf Hatchback GLS 1.8T Turbo 4dr Hatchback,4.375
4324,2000 Volkswagen Golf Hatchback GLS 1.8T Turbo 4dr Hatchback,3.125
4325,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,4.75
4326,2000 Volkswagen Golf Hatchback GL 2dr Hatchback,4.625
4327,2000 Volkswagen Golf Hatchback GLS 1.8T Turbo 4dr Hatchback,4.625
4328,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,4.875
4329,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,3.875
4330,2000 Volkswagen Golf Hatchback GLS 1.8T Turbo 4dr Hatchback,3.625
4331,2000 Volkswagen Golf Hatchback GL 2dr Hatchback,3.375
4332,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,3.75
4333,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,4.625
4334,2000 Volkswagen Golf Hatchback GLS 1.8T Turbo 4dr Hatchback,4.25
4335,2000 Volkswagen Golf Hatchback GLS 1.8T Turbo 4dr Hatchback,3.625
4336,2000 Volkswagen Golf Hatchback GL 2dr Hatchback,4.5
4337,2000 Volkswagen Golf Hatchback GL 2dr Hatchback,3.625
4338,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,3.25
4339,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,
1996 Plymouth Neon due to mechanical ,,
problems thinking that I would not have ,,
the amount of problems with a new VW ,,
since we are previous owners of a 97 ,,
Golf K2.  First year had the car ,,
serviced 12 time and with 3 problems ,,
took it in 2x to fix.  Took the vehicle ,,
over to the BBB but VW did not want to ,,
buy it back.  Will not buy another VW.,,
4340,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,4.375
4341,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,2.75
4342,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,4.25
4343,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,3.375
4344,2000 Volkswagen Golf Hatchback GL 2dr Hatchback,
my first lemon.  The window regulators ,,
have failed in two windows at a cost of ,,
repair of $330 each.  The oil ,,
consumption was so bad at 30K miles ,,
that they had to replace the rings.  ,,
Every month it seems like another $300 ,,
bucks.,,
4345,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,4.625
4346,2000 Volkswagen Golf Hatchback GLS 1.8T Turbo 4dr Hatchback,3.125
4347,2000 Volkswagen Golf Hatchback GLS 1.8T Turbo 4dr Hatchback,4.125
4348,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,2.125
4349,2000 Volkswagen Golf Hatchback GL 2dr Hatchback,4.25
4350,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,5
4351,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,4.75
4352,2000 Volkswagen Golf Hatchback GLS 1.8T Turbo 4dr Hatchback,
ever owned (even better than my BMW).  ,,
It's pickup is awesome for a four-,,
cylinder car.  The instrumentation is ,,
easy to read and the interior is VERY ,,
roomy.  The Monsoon audio is ,,
acoustically pleasing.  Great German ,,
handling and solid construction.,,
4353,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,4.5
4354,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,4.875
4355,2000 Volkswagen Golf Hatchback GLS 4dr Hatchback,4.875
4356,2000 Volkswagen Golf Hatchback GLS 1.8T Turbo 4dr Hatchback,4.875
4357,2001 Volkswagen Golf Diesel GLS TDI 4dr Hatchback (1.9L 4cyl Turbodiesel 5M),4.875
4358,2001 Volkswagen Golf Diesel GL TDI 2dr Hatchback (1.9L 4cyl Turbodiesel 5M),5
4359,2001 Volkswagen Golf Diesel GL TDI 2dr Hatchback (1.9L 4cyl Turbodiesel 5M),4.875
4360,2001 Volkswagen Golf Diesel GLS TDI 4dr Hatchback (1.9L 4cyl Turbodiesel 5M),4.875
4361,2001 Volkswagen Golf Diesel GLS TDI 4dr Hatchback (1.9L 4cyl Turbodiesel 5M),3.75
4362,2001 Volkswagen Golf Diesel GLS TDI 4dr Hatchback (1.9L 4cyl Turbodiesel 5M),4.5
4363,2001 Volkswagen Golf Diesel GL TDI 2dr Hatchback (1.9L 4cyl Turbodiesel 5M),4.875
4364,2001 Volkswagen Golf Diesel GLS TDI 4dr Hatchback (1.9L 4cyl Turbodiesel 5M),
fun to drive and has great fuel economy ,,
(average 48 mpg city and 54 mpg ,,
highway).  Excellent power for a four ,,
cylinder.  Only have encountered on ,,
problem so far -- faulty window ,,
mechanism for power windows.  Driver ,,
side window fell down into door and ,,
wouldn't come back up.  Dealer fixed ,,
both windows simultaneously and ,,
indicated that it was a problem with ,,
the pulley design.  ,,
4365,2001 Volkswagen Golf Diesel GLS TDI 4dr Hatchback (1.9L 4cyl Turbodiesel 5M),4.5
4366,2001 Volkswagen Golf Diesel GL TDI 2dr Hatchback (1.9L 4cyl Turbodiesel 5M),4.75
4367,2001 Volkswagen Golf Diesel GLS TDI 4dr Hatchback (1.9L 4cyl Turbodiesel 5M),3.75
4368,2001 Volkswagen Golf Diesel GL TDI 2dr Hatchback (1.9L 4cyl Turbodiesel 5M),4
4369,2001 Volkswagen Golf Diesel GLS TDI 4dr Hatchback (1.9L 4cyl Turbodiesel 5M),5
4370,2001 Volkswagen Golf Diesel GL TDI 2dr Hatchback (1.9L 4cyl Turbodiesel 5M),5
4371,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),4.5
4372,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),3.25
4373,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),4.5
4374,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),4.625
4375,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),4.625
4376,2001 Volkswagen Golf Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),4.125
4377,2001 Volkswagen Golf Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),4.875
4378,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),4.5
4379,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),4
4380,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),2.875
4381,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),4.375
4382,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),4
4383,2001 Volkswagen Golf Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),4.5
4384,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),2.625
4385,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),4.375
4386,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),3
4387,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),4.75
4388,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),4.25
4389,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),4.875
4390,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),
in and out of the dealership. my car ,,
for some reason does not reach 8000 RPM ,,
my friend has a RX-8 and he reaches ,,
9000 RPM. There is def. something ,,
wrong. when i drive i always see smoke ,,
coming from my car i drive 100 miles to ,,
work everyday and i need a reliable car ,,
i do my oil change every 3 months and ,,
it should be a good car from wheat my ,,
friends say. i need a more reliable car.,,
4391,2001 Volkswagen Golf Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),3.625
4392,2001 Volkswagen Golf Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),
enough) and highspeed-highway car ,,
(tracks great; once up to speed you ,,
can stay at high speeds for extended ,,
periods).  large when compared to ,,
older golfs.  only a few problems ,,
along the way - not sure if this is ,,
because it's one of the few german ,,
built golfs.  manual windows helped me ,,
avoid regulator problems and recall.  ,,
online sale was hassle free.,,
4393,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),4.875
4394,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),4.75
4395,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),4.5
4396,2001 Volkswagen Golf Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),5
4397,2001 Volkswagen Golf Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),3
4398,2001 Volkswagen Golf Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),5
4399,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),4.625
4400,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),2.5
4401,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),3.25
4402,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),5
4403,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),2.75
4404,2001 Volkswagen Golf Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),3.5
4405,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),5
4406,2001 Volkswagen Golf Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),
AND ONCE I DROVE I WAS IN LOVE.,,
4407,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),
on gas.  Looking forward to moving ,,
up to another VW.,,
4408,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),5
4409,2001 Volkswagen Golf Hatchback GL 2dr Hatchback (2.0L 4cyl 5M),5
4410,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),
it has been a wonderful car.volkswagens ,,
are great this is my 4th golf i love ,,
them . there is just a couple of items ,,
i want to address and they are as ,,
followed my check engine light has come ,,
on a total of 14 times in two years and ,,
the dealer i take it to cannot tell me ,,
what is wrong also my airbag light has ,,
come on a total of 7 times and the ,,
dealer cannot tell me what is wrong w/ ,,
that either. i would just like for the ,,
dealer to be able to give me some ,,
answers.,,
4411,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),
busting out the driver side window and ,,
getting glass all over the place.... i ,,
love it!!! it's cute!,,
4412,2001 Volkswagen Golf Hatchback GLS 4dr Hatchback (2.0L 4cyl 5M),3.75
4413,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),5
4414,2001 Volkswagen Golf Hatchback GLS 1.8T 4dr Hatchback (1.8L 4cyl Turbo 5M),4.75
4415,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4416,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),3.375
4417,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),4.875
4418,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6M),4.25
4419,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6M),4.875
4420,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),4.875
4421,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),4.375
4422,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4423,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4424,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4425,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),4.875
4426,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6AM),3.5
4427,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4428,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),4.25
4429,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4430,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),3.5
4431,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4432,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4433,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4434,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),4.875
4435,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6M),4.5
4436,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6AM),4.25
4437,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),4.5
4438,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6AM),1
4439,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4440,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4441,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4442,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6AM),4.75
4443,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),4.625
4444,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4445,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6AM),3.5
4446,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4447,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4448,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4449,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4450,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4451,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4452,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),4.75
4453,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4454,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4455,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6M),4.75
4456,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4457,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6M),3.875
4458,2010 Volkswagen Golf Diesel TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4459,2010 Volkswagen Golf Diesel TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4460,2010 Volkswagen Golf Hatchback 4dr Hatchback (2.5L 5cyl 6A),5
4461,2010 Volkswagen Golf Hatchback 2dr Hatchback (2.5L 5cyl 6A),4.625
4462,2010 Volkswagen Golf Hatchback 2dr Hatchback (2.5L 5cyl 5M),4.875
4463,2010 Volkswagen Golf Hatchback 2dr Hatchback (2.5L 5cyl 6A),4.875
4464,2010 Volkswagen Golf Hatchback 2dr Hatchback (2.5L 5cyl 6A),4.875
4465,2010 Volkswagen Golf Hatchback 2dr Hatchback (2.5L 5cyl 5M),5
4466,2010 Volkswagen Golf Hatchback 4dr Hatchback (2.5L 5cyl 6A),4.875
4467,2010 Volkswagen Golf Hatchback 4dr Hatchback (2.5L 5cyl 6A),4.875
4468,2010 Volkswagen Golf Hatchback 4dr Hatchback (2.5L 5cyl 6A),4.25
4469,2010 Volkswagen Golf Hatchback 2dr Hatchback (2.5L 5cyl 5M),3.5
4470,2010 Volkswagen Golf Hatchback 4dr Hatchback (2.5L 5cyl 6A),4.875
4471,2010 Volkswagen Golf Hatchback PZEV 2dr Hatchback (2.5L 5cyl 6A),4.75
4472,2010 Volkswagen Golf Hatchback PZEV 2dr Hatchback (2.5L 5cyl 5M),4.75
4473,2010 Volkswagen Golf Hatchback PZEV 2dr Hatchback (2.5L 5cyl 5M),4.875
4474,2010 Volkswagen Golf Hatchback PZEV 2dr Hatchback (2.5L 5cyl 5M),4.75
4475,2010 Volkswagen Golf Hatchback 2dr Hatchback (2.5L 5cyl 6A),4.875
4476,2010 Volkswagen Golf Hatchback PZEV 2dr Hatchback (2.5L 5cyl 6A),4.5
4477,2010 Volkswagen Golf Hatchback 4dr Hatchback (2.5L 5cyl 6A),5
4478,2010 Volkswagen Golf Hatchback 4dr Hatchback (2.5L 5cyl 6A),4.75
4479,2010 Volkswagen Golf Hatchback 4dr Hatchback (2.5L 5cyl 6A),4.75
4480,2010 Volkswagen Golf Hatchback 2dr Hatchback (2.5L 5cyl 5M),5
4481,2010 Volkswagen Golf Hatchback PZEV 2dr Hatchback (2.5L 5cyl 6A),4.625
4482,2010 Volkswagen Golf Hatchback PZEV 2dr Hatchback (2.5L 5cyl 5M),4
4483,2010 Volkswagen Golf Hatchback 2dr Hatchback (2.5L 5cyl 5M),5
4484,2010 Volkswagen Golf Hatchback PZEV 2dr Hatchback (2.5L 5cyl 5M),4.875
4485,2010 Volkswagen Golf Hatchback 4dr Hatchback (2.5L 5cyl 6A),4.875
4486,2010 Volkswagen Golf Hatchback 2dr Hatchback (2.5L 5cyl 5M),5
4487,2010 Volkswagen Golf Hatchback 2dr Hatchback (2.5L 5cyl 5M),4.875
4488,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,5
4489,1997 Volkswagen Golf Hatchback K2 4dr Hatchback,4.125
4490,1997 Volkswagen Golf Hatchback GL 2dr Hatchback,4.125
4491,1997 Volkswagen Golf Hatchback GL 2dr Hatchback,3.625
4492,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,4
4493,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,4
4494,1997 Volkswagen Golf Hatchback Jazz 4dr Hatchback,4.75
4495,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,4
4496,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,4.375
4497,1997 Volkswagen Golf Hatchback Jazz 4dr Hatchback,4.625
4498,1997 Volkswagen Golf Hatchback K2 4dr Hatchback,4.625
4499,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,3.5
4500,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,2.375
4501,1997 Volkswagen Golf Hatchback Jazz 4dr Hatchback,4.375
4502,1997 Volkswagen Golf Hatchback GL 2dr Hatchback,4.75
4503,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,4.875
4504,1997 Volkswagen Golf Hatchback GL 2dr Hatchback,5
4505,1997 Volkswagen Golf Hatchback GL 2dr Hatchback,3.625
4506,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,2.625
4507,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,4.375
4508,1997 Volkswagen Golf Hatchback K2 4dr Hatchback,4.25
4509,1997 Volkswagen Golf Hatchback K2 4dr Hatchback,4.25
4510,1997 Volkswagen Golf Hatchback K2 4dr Hatchback,
new and after 85000 miles my first ,,
repair was a $300 alternator. It is ,,
reliable and good car and I plan on ,,
having it until it melts around me.,,
4511,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,3.125
4512,1997 Volkswagen Golf Hatchback K2 4dr Hatchback,4.125
4513,1997 Volkswagen Golf Hatchback Trek 4dr Hatchback,
have cost me a total of $15 because I ,,
fixed them my self. the timing belt is ,,
easy to get to and change and only cost ,,
$20 from Ovals motorsports. The drivers ,,
door lock broke at around90000 and cost ,,
$6 in parts and 1 hr on a saturday to ,,
fix the new part is much beefer and of ,,
better quality. Overall quality is ,,
equal to or better than toy or honda.,,
4514,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,4.25
4515,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,3.375
4516,1997 Volkswagen Golf Hatchback K2 4dr Hatchback,5
4517,1997 Volkswagen Golf Hatchback K2 4dr Hatchback,3.125
4518,1997 Volkswagen Golf Hatchback Trek 4dr Hatchback,4.625
4519,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,4.625
4520,1997 Volkswagen Golf Hatchback K2 4dr Hatchback,
great for taking a quick trip to the ,,
supermarket or taking a road trip w/ ,,
lots of friends. One of the best cars ,,
I've ever owned! Serviced regularly and ,,
never had a problem with the car.,,
4521,1997 Volkswagen Golf Hatchback K2 4dr Hatchback,4.625
4522,1997 Volkswagen Golf Hatchback K2 4dr Hatchback,
it handles well on all terrain.,,
,,
4523,1997 Volkswagen Golf Hatchback K2 4dr Hatchback,
of 1996 and it has been so reliable! I ,,
currently have 65k miles and NEVER had ,,
a problem with the vehicle. I've cared ,,
for it with normal maintenance but ,,
nothing beyond that. Its scrappy around ,,
town and handles like a true german ,,
car. No complaints (knock on wood). I ,,
highly suggest this car!,,
4524,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,3.375
4525,1997 Volkswagen Golf Hatchback GL 4dr Hatchback,3
4526,"2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback w/Sunroof, Navigation (2.0L 4cyl Turbodiesel 6M)",5
4527,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),2
4528,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback w/Tech Package (2.0L 4cyl Turbodiesel 6AM),5
4529,2012 Volkswagen Golf Diesel 2.0L TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6M),5
4530,"2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback w/Sunroof, Navigation (2.0L 4cyl Turbodiesel 6AM)",3
4531,2012 Volkswagen Golf Diesel 2.0L TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4532,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),4
4533,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),4.875
4534,2012 Volkswagen Golf Diesel 2.0L TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6M),4.875
4535,"2012 Volkswagen Golf Diesel 2.0L TDI 2dr Hatchback w/Sunroof, Navigation (2.0L 4cyl Turbodiesel 6M)",4.625
4536,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback w/Tech Package (2.0L 4cyl Turbodiesel 6AM),5
4537,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback w/Tech Package (2.0L 4cyl Turbodiesel 6AM),4.75
4538,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),5
4539,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback w/Tech Package (2.0L 4cyl Turbodiesel 6AM),4.875
4540,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6M),4.375
4541,"2012 Volkswagen Golf Diesel 2.0L TDI 2dr Hatchback w/Sunroof, Navigation (2.0L 4cyl Turbodiesel 6M)",4.875
4542,2012 Volkswagen Golf Diesel 2.0L TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6M),4.875
4543,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback w/Tech Package (2.0L 4cyl Turbodiesel 6AM),4.375
4544,"2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback w/Sunroof, Navigation (2.0L 4cyl Turbodiesel 6M)",3.875
4545,"2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback w/Sunroof, Navigation (2.0L 4cyl Turbodiesel 6AM)",5
4546,"2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback w/Sunroof, Navigation (2.0L 4cyl Turbodiesel 6AM)",5
4547,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),4.75
4548,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback w/Tech Package (2.0L 4cyl Turbodiesel 6AM),4
4549,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),4.375
4550,2012 Volkswagen Golf Diesel 2.0L TDI 4dr Hatchback (2.0L 4cyl Turbodiesel 6AM),4.875
4551,2012 Volkswagen Golf Diesel 2.0L TDI 2dr Hatchback w/Tech Package (2.0L 4cyl Turbodiesel 6M),4.875
4552,2012 Volkswagen Golf Hatchback 2.5L PZEV 2dr Hatchback (2.5L 5cyl 5M),5
4553,"2012 Volkswagen Golf Hatchback 2.5L 4dr Hatchback w/Convenience, Sunroof (2.5L 5cyl 6A)",4
4554,2012 Volkswagen Golf Hatchback 2.5L 2dr Hatchback (2.5L 5cyl 6A),5
4555,2012 Volkswagen Golf Hatchback 2.5L 4dr Hatchback w/Convenience (2.5L 5cyl 6A),4.125
4556,"2012 Volkswagen Golf Hatchback 2.5L PZEV 2dr Hatchback w/Convenience, Sunroof (2.5L 5cyl 6A)",5
4557,2012 Volkswagen Golf Hatchback 2.5L 2dr Hatchback (2.5L 5cyl 5M),4.75
4558,"2012 Volkswagen Golf Hatchback 2.5L 4dr Hatchback w/Convenience, Sunroof (2.5L 5cyl 6A)",4.625
4559,2016 Volkswagen Golf Hatchback TSI SE 4dr Hatchback (1.8L 4cyl Turbo 6A),4
4560,2016 Volkswagen Golf Hatchback TSI S 4dr Hatchback (1.8L 4cyl Turbo 5M),5
4561,2016 Volkswagen Golf Hatchback TSI S 2dr Hatchback (1.8L 4cyl Turbo 6A),5
4562,2016 Volkswagen Golf Hatchback TSI SE 4dr Hatchback (1.8L 4cyl Turbo 6A),5
4563,2016 Volkswagen Golf Hatchback TSI SE 4dr Hatchback (1.8L 4cyl Turbo 6A),3
4564,2016 Volkswagen Golf Hatchback TSI S 4dr Hatchback (1.8L 4cyl Turbo 5M),5
